enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,faixa_experiencia,tipo_empresa,sem_info_empresa
3440,city_21,0.624,,No relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,1,24,0.0,1-5,Empresa privada,Com informação
29612,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,1,8,1.0,1-5,Empresa privada,Com informação
3099,city_23,0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,>4,14,0.0,11-20,Empresa privada,Com informação
21145,city_173,0.878,,No relevent experience,no_enrollment,High School,,3,,,never,85,0.0,1-5,,Sem informação
18321,city_75,0.939,,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,18,0.0,6-10,Empresa privada,Com informação
31262,city_41,0.8270000000000001,Male,Has relevent experience,Part time course,High School,,16,50-99,,1,35,0.0,11-20,,Sem informação
24679,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,3,<10,Public Sector,1,43,1.0,1-5,Setor público,Com informação
14013,city_103,0.92,,No relevent experience,Full time course,Masters,STEM,5,500-999,Public Sector,3,20,0.0,1-5,Setor público,Com informação
2462,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,,4,158,0.0,6-10,,Sem informação
18283,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,2,10000+,Public Sector,1,54,0.0,1-5,Setor público,Com informação
8920,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,1,43,1.0,6-10,Empresa privada,Com informação
12146,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,28,0.0,6-10,Empresa privada,Com informação
17628,city_116,0.743,,Has relevent experience,no_enrollment,High School,,1,1000-4999,Pvt Ltd,1,132,0.0,1-5,Empresa privada,Com informação
29947,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Funded Startup,1,24,0.0,6-10,Startup,Com informação
5949,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,268,0.0,>20,Empresa privada,Com informação
21324,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,2,24,0.0,11-20,Empresa privada,Com informação
14682,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,>4,16,0.0,11-20,Empresa privada,Com informação
16906,city_114,0.926,Male,No relevent experience,no_enrollment,Phd,STEM,>20,,,>4,16,0.0,>20,,Sem informação
10599,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,never,108,0.0,6-10,Empresa privada,Com informação
27633,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Pvt Ltd,3,81,0.0,1-5,Empresa privada,Com informação
30992,city_175,0.7759999999999999,Male,No relevent experience,Full time course,Graduate,STEM,4,,,never,52,0.0,1-5,,Sem informação
30491,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,4,27,0.0,11-20,Empresa privada,Com informação
15519,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,15,0.0,>20,,Sem informação
8893,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,4,85,0.0,>20,Empresa privada,Com informação
27052,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Funded Startup,>4,96,0.0,11-20,Startup,Com informação
23191,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Funded Startup,1,48,0.0,6-10,Startup,Com informação
32854,city_10,0.895,,No relevent experience,Full time course,High School,,8,,,,110,0.0,6-10,,Sem informação
17468,city_118,0.722,Male,No relevent experience,Part time course,High School,,1,,,never,56,1.0,1-5,,Sem informação
17984,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,134,0.0,>20,Empresa privada,Com informação
12425,city_136,0.897,Male,No relevent experience,no_enrollment,Phd,STEM,>20,500-999,Public Sector,>4,22,0.0,>20,Setor público,Com informação
1221,city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,32,0.0,6-10,Empresa privada,Com informação
17636,city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,308,0.0,>20,Empresa privada,Com informação
26762,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,17,500-999,Pvt Ltd,2,73,0.0,11-20,Empresa privada,Com informação
19824,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,>4,21,0.0,6-10,Empresa privada,Com informação
20272,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Funded Startup,1,226,0.0,11-20,Startup,Com informação
20810,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,Arts,14,10/49,Pvt Ltd,3,42,0.0,11-20,Empresa privada,Com informação
32010,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,11,10000+,Pvt Ltd,4,36,1.0,11-20,Empresa privada,Com informação
15110,city_114,0.926,Male,No relevent experience,Full time course,High School,,5,,,2,111,0.0,1-5,,Sem informação
11370,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Arts,>20,10000+,Pvt Ltd,1,10,1.0,>20,Empresa privada,Com informação
7627,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Business Degree,20,100-500,Pvt Ltd,>4,17,0.0,11-20,Empresa privada,Com informação
3706,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,19,,,1,28,1.0,11-20,,Sem informação
14317,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,2,22,0.0,6-10,Empresa privada,Com informação
26521,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,73,0.0,6-10,Empresa privada,Com informação
3703,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,3,52,0.0,>20,,Sem informação
9512,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,Humanities,<1,50-99,Funded Startup,1,56,0.0,<1,Startup,Com informação
4895,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,>4,42,0.0,11-20,Empresa privada,Com informação
19360,city_103,0.92,Male,Has relevent experience,Part time course,High School,,8,,Public Sector,2,134,1.0,6-10,Setor público,Com informação
5628,city_19,0.682,,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,,,12,0.0,1-5,,Sem informação
23278,city_90,0.698,Male,Has relevent experience,Full time course,Masters,STEM,14,<10,Pvt Ltd,4,28,0.0,11-20,Empresa privada,Com informação
11700,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,131,0.0,>20,Setor público,Com informação
19935,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,2,21,0.0,6-10,Empresa privada,Com informação
22196,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,4,8,0.0,>20,,Sem informação
27452,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,10,,,1,21,1.0,6-10,,Sem informação
17136,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,>4,28,0.0,11-20,Empresa privada,Com informação
2241,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,never,56,0.0,11-20,Empresa privada,Com informação
28243,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,3,46,1.0,11-20,Empresa privada,Com informação
22019,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,3,0.0,>20,,Sem informação
19594,city_136,0.897,Male,No relevent experience,Full time course,Masters,STEM,14,,,2,44,0.0,11-20,,Sem informação
8194,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,2,24,0.0,6-10,Empresa privada,Com informação
2154,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,2,78,0.0,11-20,Empresa privada,Com informação
31030,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Funded Startup,1,256,0.0,11-20,Startup,Com informação
29642,city_76,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,19,1.0,1-5,,Sem informação
14091,city_160,0.92,,No relevent experience,no_enrollment,Primary School,,4,,,never,26,0.0,1-5,,Sem informação
17799,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,,10000+,,,64,0.0,,,Sem informação
18251,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Humanities,3,10000+,Pvt Ltd,2,45,0.0,1-5,Empresa privada,Com informação
838,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,11,100-500,Pvt Ltd,>4,91,0.0,11-20,Empresa privada,Com informação
14976,city_102,0.804,,Has relevent experience,no_enrollment,Graduate,STEM,10,,,never,9,1.0,6-10,,Sem informação
22850,city_114,0.926,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,2,18,0.0,6-10,Empresa privada,Com informação
24147,city_65,0.802,Male,No relevent experience,Full time course,High School,,5,,,never,13,0.0,1-5,,Sem informação
6187,city_67,0.855,Male,Has relevent experience,Part time course,High School,,4,1000-4999,Pvt Ltd,1,22,0.0,1-5,Empresa privada,Com informação
21006,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,2,84,0.0,11-20,Empresa privada,Com informação
9179,city_48,0.493,,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,23,0.0,1-5,,Sem informação
4729,city_71,0.884,Male,No relevent experience,Full time course,Masters,STEM,9,,,1,100,1.0,6-10,,Sem informação
17294,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,80,0.0,1-5,Empresa privada,Com informação
6765,city_100,0.887,,Has relevent experience,no_enrollment,High School,,8,50-99,Pvt Ltd,1,92,0.0,6-10,Empresa privada,Com informação
14479,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,Business Degree,8,100-500,Pvt Ltd,1,78,0.0,6-10,Empresa privada,Com informação
12183,city_28,0.939,Male,No relevent experience,Full time course,Graduate,STEM,7,,,2,31,1.0,6-10,,Sem informação
10219,city_98,0.949,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,111,0.0,>20,Empresa privada,Com informação
6156,city_71,0.884,Male,No relevent experience,Full time course,High School,,7,,,never,110,0.0,6-10,,Sem informação
4583,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,4,7,0.0,11-20,Empresa privada,Com informação
12217,city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,10,50-99,Pvt Ltd,4,206,0.0,6-10,Empresa privada,Com informação
19768,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,64,1.0,1-5,Empresa privada,Com informação
27532,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,4,,,never,29,0.0,1-5,,Sem informação
23239,city_27,0.848,Male,No relevent experience,no_enrollment,Graduate,STEM,2,,,never,18,0.0,1-5,,Sem informação
30733,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,55,0.0,6-10,Empresa privada,Com informação
4215,city_46,0.762,,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,NGO,1,34,0.0,6-10,ONG/Outros,Com informação
30107,city_118,0.722,Male,No relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,55,0.0,1-5,Empresa privada,Com informação
3094,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,24,0.0,>20,Empresa privada,Com informação
21981,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,3,0.0,6-10,,Sem informação
3475,city_103,0.92,Male,Has relevent experience,no_enrollment,,,>20,100-500,Pvt Ltd,1,130,0.0,>20,Empresa privada,Com informação
31919,city_45,0.89,Male,No relevent experience,Full time course,Graduate,STEM,5,,,3,89,1.0,1-5,,Sem informação
28101,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Humanities,3,,,1,2,0.0,1-5,,Sem informação
31862,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,4,50,0.0,>20,ONG/Outros,Com informação
27094,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,20,50-99,Pvt Ltd,1,4,1.0,11-20,Empresa privada,Com informação
32467,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,10/49,Pvt Ltd,4,45,0.0,1-5,Empresa privada,Com informação
4455,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,NGO,3,31,1.0,6-10,ONG/Outros,Com informação
14696,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,,8,1.0,1-5,Empresa privada,Com informação
16757,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,26,1.0,>20,,Sem informação
10294,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,4,4,1.0,1-5,Empresa privada,Com informação
29845,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,1,104,0.0,6-10,Empresa privada,Com informação
24106,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,4,72,0.0,6-10,Empresa privada,Com informação
9864,city_11,0.55,Male,No relevent experience,no_enrollment,High School,,7,,,never,86,1.0,6-10,,Sem informação
2608,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,116,1.0,6-10,Empresa privada,Com informação
18899,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,NGO,never,232,0.0,11-20,ONG/Outros,Com informação
28749,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,1,82,0.0,1-5,Startup,Com informação
10951,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,53,0.0,>20,Empresa privada,Com informação
10415,city_75,0.939,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,,1,56,0.0,>20,,Sem informação
10336,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,No Major,17,,,1,112,0.0,11-20,,Sem informação
16983,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,1,50-99,Public Sector,never,48,0.0,1-5,Setor público,Com informação
7428,city_138,0.836,Male,No relevent experience,Full time course,Graduate,STEM,6,,,1,32,1.0,6-10,,Sem informação
7003,city_144,0.84,,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Public Sector,1,78,1.0,6-10,Setor público,Com informação
32466,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,4,108,0.0,6-10,,Sem informação
9252,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,3,,,1,22,1.0,1-5,,Sem informação
14142,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,>4,7,0.0,1-5,Empresa privada,Com informação
12588,city_11,0.55,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,72,1.0,1-5,,Sem informação
32208,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,1,78,0.0,6-10,Startup,Com informação
6644,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,,,4,20,1.0,>20,,Sem informação
15190,city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,13,,Public Sector,1,57,1.0,11-20,Setor público,Com informação
25716,city_165,0.903,Female,No relevent experience,Part time course,Masters,STEM,7,,Public Sector,1,6,0.0,6-10,Setor público,Com informação
29990,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Funded Startup,2,74,0.0,>20,Startup,Com informação
3248,city_102,0.804,Male,No relevent experience,no_enrollment,High School,,4,,Pvt Ltd,never,94,0.0,1-5,Empresa privada,Com informação
8963,city_103,0.92,Female,Has relevent experience,no_enrollment,High School,,12,,NGO,2,16,0.0,11-20,ONG/Outros,Com informação
24200,city_114,0.926,Other,No relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,1,48,0.0,6-10,Empresa privada,Com informação
32869,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Public Sector,>4,92,1.0,11-20,Setor público,Com informação
16269,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,2,15,0.0,11-20,Empresa privada,Com informação
9472,city_7,0.647,Female,Has relevent experience,no_enrollment,Masters,STEM,3,10000+,,1,100,0.0,1-5,,Sem informação
9863,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,,2,44,1.0,>20,,Sem informação
27116,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,4,76,1.0,11-20,Empresa privada,Com informação
13694,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,1,105,0.0,1-5,Startup,Com informação
1303,city_75,0.939,Other,No relevent experience,no_enrollment,Graduate,Other,>20,,,>4,13,0.0,>20,,Sem informação
21313,city_102,0.804,,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,31,0.0,1-5,Empresa privada,Com informação
8855,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,>4,106,0.0,6-10,Empresa privada,Com informação
28745,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,2,90,0.0,6-10,Empresa privada,Com informação
7569,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,>20,,,>4,5,0.0,>20,,Sem informação
1060,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,24,0.0,>20,Empresa privada,Com informação
8512,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,44,0.0,>20,Empresa privada,Com informação
25219,city_21,0.624,,Has relevent experience,Part time course,Graduate,STEM,11,10/49,Pvt Ltd,>4,109,1.0,11-20,Empresa privada,Com informação
18968,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Arts,12,50-99,Pvt Ltd,3,28,0.0,11-20,Empresa privada,Com informação
27250,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,,3,52,1.0,6-10,,Sem informação
33341,city_75,0.939,Male,Has relevent experience,Full time course,High School,,6,50-99,Pvt Ltd,1,28,0.0,6-10,Empresa privada,Com informação
14610,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,11,0.0,6-10,Empresa privada,Com informação
31240,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,31,0.0,1-5,Empresa privada,Com informação
26363,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,35,1.0,>20,,Sem informação
16924,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,7,1000-4999,Pvt Ltd,3,21,0.0,6-10,Empresa privada,Com informação
18661,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,6,,,2,39,1.0,6-10,,Sem informação
24637,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,102,0.0,>20,Empresa privada,Com informação
20600,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,,,1,306,0.0,11-20,,Sem informação
24036,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,9,,,never,78,1.0,6-10,,Sem informação
10901,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,9,50-99,Pvt Ltd,4,162,0.0,6-10,Empresa privada,Com informação
23598,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,63,0.0,>20,Empresa privada,Com informação
8862,city_89,0.925,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,162,1.0,6-10,Empresa privada,Com informação
23159,city_11,0.55,,Has relevent experience,Part time course,Masters,STEM,8,,,1,150,1.0,6-10,,Sem informação
14469,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,34,1.0,1-5,Empresa privada,Com informação
2909,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,3,280,0.0,6-10,Empresa privada,Com informação
12803,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Public Sector,2,146,1.0,11-20,Setor público,Com informação
17902,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,Humanities,2,50-99,Funded Startup,1,147,0.0,1-5,Startup,Com informação
14363,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,1,70,0.0,11-20,Empresa privada,Com informação
5989,city_162,0.767,,No relevent experience,Full time course,Primary School,,3,,,1,50,1.0,1-5,,Sem informação
18178,city_20,0.7959999999999999,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,79,0.0,>20,Empresa privada,Com informação
30250,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Funded Startup,3,154,0.0,11-20,Startup,Com informação
17068,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,81,1.0,1-5,Empresa privada,Com informação
32997,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,54,0.0,1-5,,Sem informação
30678,city_102,0.804,Male,No relevent experience,Full time course,Graduate,STEM,1,,,1,29,0.0,1-5,,Sem informação
2563,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,1,48,0.0,11-20,Empresa privada,Com informação
6065,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,,2,6,1.0,1-5,,Sem informação
27616,city_116,0.743,,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,107,0.0,1-5,Empresa privada,Com informação
18520,city_138,0.836,Male,No relevent experience,Part time course,Masters,Humanities,19,10/49,Pvt Ltd,4,20,0.0,11-20,Empresa privada,Com informação
31383,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,3,,Pvt Ltd,never,11,0.0,1-5,Empresa privada,Com informação
1084,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,222,0.0,1-5,Empresa privada,Com informação
8557,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,>4,78,0.0,>20,Empresa privada,Com informação
19834,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,5000-9999,Pvt Ltd,never,7,1.0,6-10,Empresa privada,Com informação
32080,city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,2,46,0.0,1-5,Empresa privada,Com informação
9203,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,43,0.0,>20,Empresa privada,Com informação
4874,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,28,0.0,>20,Setor público,Com informação
1842,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,102,1.0,1-5,Empresa privada,Com informação
32566,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,13,,,>4,226,0.0,11-20,,Sem informação
4521,city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,11,,Pvt Ltd,never,22,1.0,11-20,Empresa privada,Com informação
1102,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,NGO,1,23,0.0,>20,ONG/Outros,Com informação
6849,city_143,0.74,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,never,31,0.0,>20,,Sem informação
9114,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,8,0.0,>20,Empresa privada,Com informação
9569,city_46,0.762,Male,Has relevent experience,Full time course,Graduate,STEM,12,100-500,Pvt Ltd,3,6,0.0,11-20,Empresa privada,Com informação
2873,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,4,,,1,94,0.0,1-5,,Sem informação
15222,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,4,,,1,155,1.0,1-5,,Sem informação
24949,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,NGO,1,1,0.0,6-10,ONG/Outros,Com informação
15686,city_116,0.743,,No relevent experience,no_enrollment,Masters,STEM,7,,Pvt Ltd,1,30,0.0,6-10,Empresa privada,Com informação
28829,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,100-500,Pvt Ltd,1,74,1.0,6-10,Empresa privada,Com informação
31308,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,32,0.0,6-10,Empresa privada,Com informação
1343,city_103,0.92,Other,Has relevent experience,no_enrollment,High School,,4,,,never,56,0.0,1-5,,Sem informação
5251,city_21,0.624,Male,No relevent experience,Part time course,Graduate,STEM,7,,,never,24,1.0,6-10,,Sem informação
24461,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,1,81,0.0,6-10,Empresa privada,Com informação
27961,city_21,0.624,,No relevent experience,Full time course,High School,,2,,,never,32,0.0,1-5,,Sem informação
32900,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,2,55,1.0,1-5,Empresa privada,Com informação
30786,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Public Sector,3,88,1.0,11-20,Setor público,Com informação
7488,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,20,0.0,6-10,Empresa privada,Com informação
12727,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10/49,Pvt Ltd,1,2,0.0,6-10,Empresa privada,Com informação
612,city_103,0.92,Male,No relevent experience,Full time course,High School,,4,,NGO,1,332,1.0,1-5,ONG/Outros,Com informação
14943,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,>4,36,1.0,11-20,Empresa privada,Com informação
31970,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,9,0.0,6-10,Empresa privada,Com informação
